CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
47.154.849/0001-83;2023-03-31;1;GR_507A;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_209A;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_409A;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_609A;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_809A;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_909A;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1210A;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_212B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_302B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_602B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_1002B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_403B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_603B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_503B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_903B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_1104B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_304B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_504B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1304B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_205B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_605B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1005B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1205B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_306B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_706B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_1106B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_207B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_307B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_507B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_807B;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_208B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_508B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_409B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_509B;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_210C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_410C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_510C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_610C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_201C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_202C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_301C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_401C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_501C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_901C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_211C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_311C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_411C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_511C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_512C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_212C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_612C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1012C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1112C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_203C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_205C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_305C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_206C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_406C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_806C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_407C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_707C;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_308C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_208C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_309C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_409C;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_210D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_310D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_410D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_201D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_301D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_501D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_211D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_311D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_212D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_312D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_512D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_402D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_202D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_302D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_502D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_602D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_702D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_802D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_1102D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_203D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_303D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_403D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_703D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_903D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_204D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_304D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1204D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_205D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_305D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_805D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_206D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_407D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_507D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_707D;R. Aurora, 1250;121.8;1;Nenhuma característica relevante;0.003547;Venda
47.154.849/0001-83;2023-03-31;1;GR_208D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_608D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_708D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_808D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_908D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1108D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_409D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_709D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_909D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_1009D;R. Aurora, 1250;96.7;1;Nenhuma característica relevante;0.002801;Venda
47.154.849/0001-83;2023-03-31;1;GR_02AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_03AV;R. Aurora, 1250;34.4;1;Nenhuma característica relevante;0.0003;Venda
47.154.849/0001-83;2023-03-31;1;GR_04AV;R. Aurora, 1250;34.9;1;Nenhuma característica relevante;0.0003;Venda
47.154.849/0001-83;2023-03-31;1;GR_05AV;R. Aurora, 1250;34.9;1;Nenhuma característica relevante;0.0003;Venda
47.154.849/0001-83;2023-03-31;1;GR_14AV;R. Aurora, 1250;22.3;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_19AV;R. Aurora, 1250;22.3;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_21AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_26AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_27AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_32AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_37AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_42AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_47AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_54AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_55AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_56AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_57AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_60AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_61AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_62AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_63AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_65AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_69AV;R. Aurora, 1250;18.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_71AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_72AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_74AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_75AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_78AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_80AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_81AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_82AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_83AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_84AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_91AV;R. Aurora, 1250;22.3;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_93AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_96AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_482AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_490AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_498AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_506AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_508AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_518AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_519AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_537AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_546AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_549AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_555AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_558AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_559AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_560AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_561AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_567AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_568AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_593AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_598AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_604AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_617AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_619AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_620AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_99AV;R. Aurora, 1250;17.2;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_459AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_460AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_470AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_478AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_454AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_395AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_396AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_409AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_425AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_426AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_431AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_433AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_436AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_392AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_390AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_386AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_382AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_372AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_369AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_366AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_364AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_363AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_361AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_360AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_358AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_356AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_348AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_344AV;R. Aurora, 1250;55;1;Nenhuma característica relevante;0.0003;Venda
47.154.849/0001-83;2023-03-31;1;GR_332AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_320AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_316AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_310AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_302AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_298AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_295AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_280AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_272AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_271AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_270AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_267AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_261AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_245AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_234AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_231AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
47.154.849/0001-83;2023-03-31;1;GR_197AV;R. Aurora, 1250;55;1;Nenhuma característica relevante;0.0003;Venda
47.154.849/0001-83;2023-03-31;1;GR_186AV;R. Aurora, 1250;27.5;1;Nenhuma característica relevante;0.0002;Venda
