CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
00.332.266/0001-31,2021-03-31,1,Via Parque Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
00.332.266/0001-31,2021-06-30,1,Via Parque Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
00.332.266/0001-31,2021-09-30,1,Via Parque Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
00.332.266/0001-31,2021-12-31,1,Via Parque Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
00.762.723/0001-28,2021-03-31,1,CTI,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
00.762.723/0001-28,2021-06-30,1,CTI,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
00.762.723/0001-28,2021-09-30,1,CTI,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
00.762.723/0001-28,2021-12-31,1,CTI,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M., IGP-DI e IPCA.",
00.868.235/0001-08,2021-03-31,1,Hotel,Contrato de arrendamento com a Accor,
00.868.235/0001-08,2021-03-31,1,ABS,Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos,
00.868.235/0001-08,2021-06-30,1,Hotel,Contrato de arrendamento com a Accor,
00.868.235/0001-08,2021-06-30,1,ABS,Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos,
00.868.235/0001-08,2021-09-30,1,Hotel,Contrato de arrendamento com a Accor,
00.868.235/0001-08,2021-09-30,1,ABS,Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos,
00.868.235/0001-08,2021-12-31,1,Hotel,Contrato de arrendamento com a Accor,
00.868.235/0001-08,2021-12-31,1,ABS,Contratos majoritariamente corrigidos pelo IGP-M e com prazo de 5 anos,
01.201.140/0001-90,2021-03-31,1,Grand Plaza Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
01.201.140/0001-90,2021-06-30,1,Grand Plaza Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
01.201.140/0001-90,2021-09-30,1,Grand Plaza Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
01.201.140/0001-90,2021-12-31,1,Grand Plaza Shopping,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.",
01.235.622/0001-61,2021-03-31,1,Av. Mem De Sá,Multa por atraso maior e isenção de multa de rescisão com aviso prévio de 3 meses.,
01.235.622/0001-61,2021-03-31,1,Barão De Mesquita 164,"Prazo contratual superior, obras de adequação realizadas pelo Locador com majoração do valor do aluguel.",
01.235.622/0001-61,2021-03-31,1,Cardeal Leme,Índice de reajuste pelo IGP-DI em um dos contratos. Contratos com isenção de multa por rescisão a partir de determinado tempo transcorrido. Um dos contratos sem a apresentação de garantia.,
01.235.622/0001-61,2021-03-31,1,Carioca,Multa por atraso superior. Obrigação e Responsabilidade do Locatário em adequações e manutenções específicas nos imóveis.,
01.235.622/0001-61,2021-03-31,1,Cesbon,"Contrato com garantia de permanência por todo o prazo contratual, sob pena de pagamento a título de multa dos meses em aberto em caráter imediato. Garantia hipotecária.",
01.235.622/0001-61,2021-03-31,1,Città América,Contratos com garantia de permanência por prazo determinado sob pena de pagamento de multa referente ao restante do prazo determinado e aviso de rescisão superior a 30 dias. Contratos com isenção de multa a partir de determinado período. Contratos com isenção de garantia e garantia mediante depósito. Um dos contratos com índice de reajuste pelo IPCA e prazo inferior aos 60 meses.,
01.235.622/0001-61,2021-03-31,1,Città Office,"Isenção de multa de rescisão a partir de determinado prazo, desde que realizado aviso prévio de 180 dias. Multa por atraso superior a 2%. Impossibilidade de alienar o imóvel a terceiros, enquanto não averbada a locação a menos que se obtenha do futuro comprador a garantia de que o contrato será cumprido, sob pena de pagamento de multa em caso de não cumprimento que resulte a saída do Locatário antes do término do contrato.",
01.235.622/0001-61,2021-03-31,1,"Conde De Bonfim, 149",Multa por atraso maior e data para pagamento de aluguel diferente.,
01.235.622/0001-61,2021-03-31,1,"Dom Gerardo, 46","Prazos menores e maiores a 60 meses, Multa para o Locador em caso de extinção do usufruto durante a vigência do contrato. Isenção de garantia.",
01.235.622/0001-61,2021-03-31,1,Golden Corporate,"Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação.",
01.235.622/0001-61,2021-03-31,1,Marechal Câmara 160,"Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.",
01.235.622/0001-61,2021-03-31,1,Senhor Dos Passos 107,Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido.,
01.235.622/0001-61,2021-03-31,1,Sete De Setembro N° 155,Multa por atraso superior.,
01.235.622/0001-61,2021-03-31,1,"Travessa Do Ouvidor, 9",Multa por atraso superior.,
01.235.622/0001-61,2021-03-31,1,Uruguaiana 76,Multa por atraso superior.,
01.235.622/0001-61,2021-03-31,1,Uruguaiana 78,"Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada",
01.235.622/0001-61,2021-06-30,1,Av. Mem De Sá,Multa por atraso maior e isenção de multa de rescisão com aviso prévio de 3 meses.,
01.235.622/0001-61,2021-06-30,1,Barão De Mesquita 164,"Prazo contratual superior, obras de adequação realizadas pelo Locador com majoração do valor do aluguel.",
01.235.622/0001-61,2021-06-30,1,Cardeal Leme,Índice de reajuste pelo IGP-DI em um dos contratos. Contratos com isenção de multa por rescisão a partir de determinado tempo transcorrido. Um dos contratos sem a apresentação de garantia.,
01.235.622/0001-61,2021-06-30,1,Carioca,Multa por atraso superior. Obrigação e Responsabilidade do Locatário em adequações e manutenções específicas nos imóveis.,
01.235.622/0001-61,2021-06-30,1,Cesbon,"Contrato com garantia de permanência por todo o prazo contratual, sob pena de pagamento a título de multa dos meses em aberto em caráter imediato. Garantia hipotecária.",
01.235.622/0001-61,2021-06-30,1,Città América,Contratos com garantia de permanência por prazo determinado sob pena de pagamento de multa referente ao restante do prazo determinado e aviso de rescisão superior a 30 dias. Contratos com isenção de multa a partir de determinado período. Contratos com isenção de garantia e garantia mediante depósito. Um dos contratos com índice de reajuste pelo IPCA e prazo inferior aos 60 meses.,
01.235.622/0001-61,2021-06-30,1,Città Office,"Isenção de multa de rescisão a partir de determinado prazo, desde que realizado aviso prévio de 180 dias. Multa por atraso superior a 2%. Impossibilidade de alienar o imóvel a terceiros, enquanto não averbada a locação a menos que se obtenha do futuro comprador a garantia de que o contrato será cumprido, sob pena de pagamento de multa em caso de não cumprimento que resulte a saída do Locatário antes do término do contrato.",
01.235.622/0001-61,2021-06-30,1,"Conde De Bonfim, 149",Multa por atraso maior e data para pagamento de aluguel diferente.,
01.235.622/0001-61,2021-06-30,1,"Dom Gerardo, 46","Prazos menores e maiores a 60 meses, Multa para o Locador em caso de extinção do usufruto durante a vigência do contrato. Isenção de garantia.",
01.235.622/0001-61,2021-06-30,1,Golden Corporate,"Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação.",
01.235.622/0001-61,2021-06-30,1,Marechal Câmara 160,"Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.",
01.235.622/0001-61,2021-06-30,1,Senhor Dos Passos 107,Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido.,
01.235.622/0001-61,2021-06-30,1,Sete De Setembro N° 155,Multa por atraso superior.,
01.235.622/0001-61,2021-06-30,1,"Travessa Do Ouvidor, 9",Multa por atraso superior.,
01.235.622/0001-61,2021-06-30,1,Uruguaiana 76,Multa por atraso superior.,
01.235.622/0001-61,2021-06-30,1,Uruguaiana 78,"Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada",
01.235.622/0001-61,2021-09-30,1,Av. Mem De Sá,Multa por atraso maior e isenção de multa de rescisão com aviso prévio de 3 meses.,
01.235.622/0001-61,2021-09-30,1,Barão De Mesquita 164,"Prazo contratual superior, obras de adequação realizadas pelo Locador com majoração do valor do aluguel.",
01.235.622/0001-61,2021-09-30,1,Cardeal Leme,Índice de reajuste pelo IGP-DI em um dos contratos. Contratos com isenção de multa por rescisão a partir de determinado tempo transcorrido. Um dos contratos sem a apresentação de garantia.,
01.235.622/0001-61,2021-09-30,1,Carioca,Multa por atraso superior. Obrigação e Responsabilidade do Locatário em adequações e manutenções específicas nos imóveis.,
01.235.622/0001-61,2021-09-30,1,Cesbon,"Contrato com garantia de permanência por todo o prazo contratual, sob pena de pagamento a título de multa dos meses em aberto em caráter imediato. Garantia hipotecária.",
01.235.622/0001-61,2021-09-30,1,Città América,Contratos com garantia de permanência por prazo determinado sob pena de pagamento de multa referente ao restante do prazo determinado e aviso de rescisão superior a 30 dias. Contratos com isenção de multa a partir de determinado período. Contratos com isenção de garantia e garantia mediante depósito. Um dos contratos com índice de reajuste pelo IPCA e prazo inferior aos 60 meses.,
01.235.622/0001-61,2021-09-30,1,Città Office,"Isenção de multa de rescisão a partir de determinado prazo, desde que realizado aviso prévio de 180 dias. Multa por atraso superior a 2%. Impossibilidade de alienar o imóvel a terceiros, enquanto não averbada a locação a menos que se obtenha do futuro comprador a garantia de que o contrato será cumprido, sob pena de pagamento de multa em caso de não cumprimento que resulte a saída do Locatário antes do término do contrato.",
01.235.622/0001-61,2021-09-30,1,"Conde De Bonfim, 149",Multa por atraso maior e data para pagamento de aluguel diferente.,
01.235.622/0001-61,2021-09-30,1,"Dom Gerardo, 46","Prazos menores e maiores a 60 meses, Multa para o Locador em caso de extinção do usufruto durante a vigência do contrato. Isenção de garantia.",
01.235.622/0001-61,2021-09-30,1,Golden Corporate,"Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação.",
01.235.622/0001-61,2021-09-30,1,Marechal Câmara 160,"Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.",
01.235.622/0001-61,2021-09-30,1,Senhor Dos Passos 107,Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido.,
01.235.622/0001-61,2021-09-30,1,Sete De Setembro N° 155,Multa por atraso superior.,
01.235.622/0001-61,2021-09-30,1,"Travessa Do Ouvidor, 9",Multa por atraso superior.,
01.235.622/0001-61,2021-09-30,1,Uruguaiana 76,Multa por atraso superior.,
01.235.622/0001-61,2021-09-30,1,Uruguaiana 78,"Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada",
01.235.622/0001-61,2021-12-31,1,Av. Mem De Sá,Multa por atraso maior e isenção de multa de rescisão com aviso prévio de 3 meses.,
01.235.622/0001-61,2021-12-31,1,Barão De Mesquita 164,"Prazo contratual superior, obras de adequação realizadas pelo Locador com majoração do valor do aluguel.",
01.235.622/0001-61,2021-12-31,1,Cardeal Leme,Índice de reajuste pelo IGP-DI em um dos contratos. Contratos com isenção de multa por rescisão a partir de determinado tempo transcorrido. Um dos contratos sem a apresentação de garantia.,
01.235.622/0001-61,2021-12-31,1,Carioca,Multa por atraso superior. Obrigação e Responsabilidade do Locatário em adequações e manutenções específicas nos imóveis.,
01.235.622/0001-61,2021-12-31,1,Cesbon,"Contrato com garantia de permanência por todo o prazo contratual, sob pena de pagamento a título de multa dos meses em aberto em caráter imediato. Garantia hipotecária.",
01.235.622/0001-61,2021-12-31,1,Città América,Contratos com garantia de permanência por prazo determinado sob pena de pagamento de multa referente ao restante do prazo determinado e aviso de rescisão superior a 30 dias. Contratos com isenção de multa a partir de determinado período. Contratos com isenção de garantia e garantia mediante depósito. Um dos contratos com índice de reajuste pelo IPCA e prazo inferior aos 60 meses.,
01.235.622/0001-61,2021-12-31,1,Città Office,"Isenção de multa de rescisão a partir de determinado prazo, desde que realizado aviso prévio de 180 dias. Multa por atraso superior a 2%. Impossibilidade de alienar o imóvel a terceiros, enquanto não averbada a locação a menos que se obtenha do futuro comprador a garantia de que o contrato será cumprido, sob pena de pagamento de multa em caso de não cumprimento que resulte a saída do Locatário antes do término do contrato.",
01.235.622/0001-61,2021-12-31,1,"Conde De Bonfim, 149",Multa por atraso maior e data para pagamento de aluguel diferente.,
01.235.622/0001-61,2021-12-31,1,"Dom Gerardo, 46","Prazos menores e maiores a 60 meses, Multa para o Locador em caso de extinção do usufruto durante a vigência do contrato. Isenção de garantia.",
01.235.622/0001-61,2021-12-31,1,Golden Corporate,"Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação.",
01.235.622/0001-61,2021-12-31,1,Marechal Câmara 160,"Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.",
01.235.622/0001-61,2021-12-31,1,Senhor Dos Passos 107,Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido.,
01.235.622/0001-61,2021-12-31,1,Sete De Setembro N° 155,Multa por atraso superior.,
01.235.622/0001-61,2021-12-31,1,"Travessa Do Ouvidor, 9",Multa por atraso superior.,
01.235.622/0001-61,2021-12-31,1,Uruguaiana 76,Multa por atraso superior.,
01.235.622/0001-61,2021-12-31,1,Uruguaiana 78,"Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada",
01.497.954/0001-14,2021-03-31,1,Nada,Nada,
01.497.954/0001-14,2021-06-30,1,Nada,Nada,
01.497.954/0001-14,2021-09-30,1,Nada,Nada,
01.497.954/0001-14,2021-12-31,1,Nenhuma,Nenhuma,
01.601.918/0001-59,2021-03-31,1,Eusébio Matoso,Contrato com correção anual pela variação positiva do IPCA,
01.601.918/0001-59,2021-03-31,1,Dantas Barreto,Contrato com correção anual pela variação positiva do IPC-FIP,
01.601.918/0001-59,2021-06-30,1,Eusébio Matoso,Contrato com correção anual pela variação positiva do IPCA,
01.601.918/0001-59,2021-06-30,1,Dantas Barreto,Contrato com correção anual pela variação positiva do IGPM,
01.601.918/0001-59,2021-09-30,1,Eusébio Matoso,Contrato com correção anual pela variação positiva do IPCA,
01.601.918/0001-59,2021-09-30,1,Dantas Barreto,Contrato com correção anual pela variação positiva do IGPM,
01.601.918/0001-59,2021-12-31,2,Dantas Barreto,Contrato com correção anual pela variação positiva do IGPM,
01.633.741/0001-72,2021-03-31,1,"Rua Júlio Gonzales, 132",Garantia caução em dinheiro,
01.633.741/0001-72,2021-06-30,1,"Rua Júlio Gonzales, 132",Garantia caução em dinheiro,
01.633.741/0001-72,2021-09-30,1,"Rua Júlio Gonzales, 132",Garantia caução em dinheiro,
01.633.741/0001-72,2021-12-31,1,Edifício Memorial Office,Um contrato possui seguro fiança locatícia correspondente,
01.636.325/0001-28,2021-03-31,1,Moinhos Shopping,Lojas que pagam diferença semestral de aluguel minimo,
01.636.325/0001-28,2021-03-31,1,Moinhos Shopping,Lojas que pagam diferença anual de aluguel minimo,
01.636.325/0001-28,2021-03-31,1,Moinhos Shopping,Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas,
01.636.325/0001-28,2021-03-31,1,Moinhos Shopping,Lojas que tem custo de ocupação fixo e aluguel variável,
01.636.325/0001-28,2021-06-30,1,Moinhos Shopping,Lojas que pagam diferença semestral de aluguel minimo,
01.636.325/0001-28,2021-06-30,1,Moinhos Shopping,Lojas que pagam diferença anual de aluguel minimo,
01.636.325/0001-28,2021-06-30,1,Moinhos Shopping,Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas,
01.636.325/0001-28,2021-06-30,1,Moinhos Shopping,Lojas que tem custo de ocupação fixo e aluguel variável,
01.636.325/0001-28,2021-09-30,1,Moinhos Shopping,Lojas que pagam diferença semestral de aluguel minimo,
01.636.325/0001-28,2021-09-30,1,Moinhos Shopping,Lojas que pagam diferença anual de aluguel minimo,
01.636.325/0001-28,2021-09-30,1,Moinhos Shopping,Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas,
01.636.325/0001-28,2021-09-30,1,Moinhos Shopping,Lojas que tem custo de ocupação fixo e aluguel variável,
01.636.325/0001-28,2021-12-31,1,Moinhos Shopping,Lojas que pagam diferença semestral de aluguel minimo,
01.636.325/0001-28,2021-12-31,1,Moinhos Shopping,Lojas que pagam diferença anual de aluguel minimo,
01.636.325/0001-28,2021-12-31,1,Moinhos Shopping,Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas,
01.636.325/0001-28,2021-12-31,1,Moinhos Shopping,Lojas que tem custo de ocupação fixo e aluguel variável,
01.657.856/0001-05,2021-03-31,1,"Rua Junqueira Ayres, 165 - Barris - Salvador - BA","Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual, com cláusulas específicas para Shopping Centers.",
01.657.856/0001-05,2021-06-30,1,"Rua Junqueira Ayres, 165 - Barris - Salvador - BA","Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual, com cláusulas específicas para Shopping Centers.",
01.657.856/0001-05,2021-09-30,1,"Rua Junqueira Ayres, 165 - Barris - Salvador - BA","Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual, com cláusulas específicas para Shopping Centers.",
01.657.856/0001-05,2021-12-31,1,"Rua Junqueira Ayres, 165 - Barris - Salvador - BA","Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual, com cláusulas específicas para Shopping Centers.",
02.027.437/0001-44,2021-03-31,1,Ed Brasílio Machado,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
02.027.437/0001-44,2021-06-30,1,Ed Brasílio Machado,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
02.027.437/0001-44,2021-09-30,1,Ed Brasílio Machado,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
02.027.437/0001-44,2021-12-31,1,Ed Brasílio Machado,"Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",
02.508.235/0001-14,2021-03-31,1,Contagem,"O contrato é típico, corrigido anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.",
02.508.235/0001-14,2021-06-30,1,Contagem,"O contrato é típico, corrigido anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.",
02.508.235/0001-14,2021-09-30,2,Contagem,"O contrato é típico, corrigido anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.",
02.508.235/0001-14,2021-12-31,1,Contagem,"O contrato é típico, corrigido anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.",
03.251.720/0001-18,2021-03-31,1,"Av. Francisco Matarazzo, 1500",Garantia de contrato de caução em dinheiro,
03.251.720/0001-18,2021-06-30,1,"Av. Francisco Matarazzo, 1500",Garantia de contrato de caução em dinheiro,
03.251.720/0001-18,2021-09-30,1,"Av. Francisco Matarazzo, 1500",Garantia de contrato de caução em dinheiro,
03.251.720/0001-18,2021-12-31,1,"Av. Francisco Matarazzo, 1500",Garantia de contrato de caução em dinheiro,
03.507.519/0001-59,2021-03-31,1,Shopping Higienópolis,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.",
03.507.519/0001-59,2021-06-30,1,Shopping Higienópolis,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.",
03.507.519/0001-59,2021-09-30,1,Shopping Higienópolis,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.",
03.507.519/0001-59,2021-12-31,1,Shopping Higienópolis,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.",
03.683.056/0001-86,2021-03-31,1,JK FINANCIAL CENTER,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,JATOBÁ,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,PARQUE PAULISTA,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,CETENCO PLAZA,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,INTERNACIONAL RIO,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,CANDELÁRIA CORPORATE,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,PQ CULTURAL PAULISTA,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,PARQUE SANTOS,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,CONTINENTAL SQUARE,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-03-31,1,EDIFÍCIO GIRASSOL,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,JK FINANCIAL CENTER,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,JATOBÁ,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,CETENCO PLAZA,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,INTERNACIONAL RIO,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,CANDELÁRIA CORPORATE,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,PQ CULTURAL PAULISTA,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,PARQUE SANTOS,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,CONTINENTAL SQUARE,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-06-30,1,EDIFÍCIO GIRASSOL,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,JK FINANCIAL CENTER,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,JATOBÁ,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,CETENCO PLAZA,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,INTERNACIONAL RIO,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,CANDELÁRIA CORPORATE,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,PQ CULTURAL PAULISTA,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,PARQUE SANTOS,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,CONTINENTAL SQUARE,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-09-30,1,EDIFÍCIO GIRASSOL,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,JK FINANCIAL CENTER,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,JATOBÁ,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,INTERNACIONAL RIO,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,CANDELÁRIA CORPORATE,Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,PQ CULTURAL PAULISTA,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,PARQUE SANTOS,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,CONTINENTAL SQUARE,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
03.683.056/0001-86,2021-12-31,1,EDIFÍCIO GIRASSOL,Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.,
04.066.582/0001-60,2021-03-31,1,Hospital Criança,Não possui caracteristicas que destoem dos demais,
04.066.582/0001-60,2021-06-30,1,Hospital Criança,Não possui caracteristicas que destoem dos demais,
04.066.582/0001-60,2021-09-30,1,Hospital Criança,Não possui caracteristicas que destoem dos demais,
